movieId,title,year,genres,director,cast,overview,poster
195911,Battle of the Sexes,2017,"Comedy,Drama,History",Jonathan Dayton,Emma Stone Steve Carell Andrea Riseborough Sarah Silverman Bill Pullman,The true story of the 1973 tennis match between world number one Billie Jean King and ex-champ and serial hustler Bobby Riggs.,https://image.tmdb.org/t/p/w500/fWy0A3VojTCb0S2MKtEJjpquubF.jpg
195912,Woodshock,2017,"Drama,Thriller",Kate Mulleavy,Kirsten Dunst Joe Cole Pilou Asbæk Steph DuVall Jack Kilmer,"Theresa, a haunted young woman spiraling in the wake of profound loss, is torn between her fractured emotional state and the reality-altering effects of a potent cannabinoid drug.",https://image.tmdb.org/t/p/w500/oXbgY04zMSqMKdNLTcSMP6m5sSF.jpg
195913,Victoria & Abdul,2017,"Drama,History",Stephen Frears,Judi Dench Ali Fazal Tim Pigott-Smith Eddie Izzard Adeel Akhtar,Queen Victoria strikes up an unlikely friendship with a young Indian clerk named Abdul Karim.,https://image.tmdb.org/t/p/w500/uIzQ8zZ0rqjqqJUIpeeovtTryAa.jpg
195914,(Romance) in the Digital Age,2017,Comedy,Jason Michael Brescia,Chris Warren Lauren Pritchard Lauren Moore Joe Murphy Chris Viemeister,"When the video of a once-famous emo band performing impromptu karaoke together goes viral, a door opens for the possibility of a reunion the day of the guitarist's Christmastime wedding.",https://image.tmdb.org/t/p/w500/g9ZEChZHP4y4nzzhzfpBfkbYHeY.jpg
195915,Jeepers Creepers 3,2017,"Horror,Mystery,Thriller",Victor Salva,Stan Shaw Gabrielle Haugh Jonathan Breck Brandon Smith Meg Foster,"Taking place on the last day of the Creeper’s twenty-three-day feeding frenzy, as the skeptical Sergeant Tubbs teams up with a task force hellbent on destroying the Creeper for good. The Creeper fights back in gory glory as its enemies grow closer than ever before to learning the secret of its dark origins.",https://image.tmdb.org/t/p/w500/pK7ge28ubs45av9aGEbVWW7ZbA8.jpg
195916,American Made,2017,"Action,Comedy,Crime,Drama,Thriller",Doug Liman,Tom Cruise Domhnall Gleeson Sarah Wright Jesse Plemons Caleb Landry Jones,"The true story of pilot Barry Seal, who transported contraband for the CIA and the Medellin cartel in the 1980s.",https://image.tmdb.org/t/p/w500/23ILgoPSO5ShKcTZOuiTVfqFAUB.jpg
195917,Mark Felt: The Man Who Brought Down the White House,2017,"Drama,History,Thriller",Peter Landesman,Liam Neeson Diane Lane Maika Monroe Wendi McLendon-Covey Julian Morris,"The story of Mark Felt, who under the name ""Deep Throat"" helped journalists Bob Woodward and Carl Bernstein uncover the Watergate scandal in 1974.",https://image.tmdb.org/t/p/w500/6Oq2lQaePXJJwcguc8aqB7EpduZ.jpg
195918,Blade Runner 2049,2017,"Science Fiction,Drama",Denis Villeneuve,Ryan Gosling Harrison Ford Ana de Armas Dave Bautista Robin Wright,"Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years.",https://image.tmdb.org/t/p/w500/gajva2L0rPYkEWjzgFlBXCAVBE5.jpg
195919,The Mountain Between Us,2017,"Drama,Adventure,Romance",Hany Abu-Assad,Idris Elba Kate Winslet Dermot Mulroney Beau Bridges Linda Sorensen,"Stranded on a mountain after a tragic plane crash, two strangers must work together to endure the extreme elements of the remote, snow-covered terrain. When they realize help is not coming, they embark on a perilous journey across hundreds of miles of wilderness, pushing each other to survive and discovering their inner strength.",https://image.tmdb.org/t/p/w500/3XNfYTW4XGscI81nXMSWGsQ8cpu.jpg
195920,My Little Pony: The Movie,2017,"Family,Animation,Music,Adventure,Fantasy",Jayson Thiessen,Tara Strong Ashleigh Ball Andrea Libman Tabitha St. Germain Cathy Weseluck,"A new dark force threatens Ponyville, and the Mane 6 – Twilight Sparkle, Applejack, Rainbow Dash, Pinkie Pie, Fluttershy and Rarity – embark on an unforgettable journey beyond Equestria where they meet new friends and exciting challenges on a quest to use the magic of friendship and save their home.",https://image.tmdb.org/t/p/w500/AiJRCzcZSVs9xPHoEKZRp80TyTA.jpg
195921,The Florida Project,2017,Drama,Sean Baker,Brooklynn Prince Bria Vinaite Willem Dafoe Christopher Rivera Valeria Cotto,"The story of a precocious six year-old and her ragtag group of friends whose summer break is filled with childhood wonder, possibility and a sense of adventure while the adults around them struggle with hard times.",https://image.tmdb.org/t/p/w500/5QnDxdJg1fi6uMSkSi4x8tHsltm.jpg
195922,Brawl in Cell Block 99,2017,"Action,Crime,Thriller",S. Craig Zahler,Vince Vaughn Jennifer Carpenter Don Johnson Udo Kier Dion Mucciacito,"After working as a drug courier and getting into a brutal shootout with police, a former boxer finds himself at the mercy of his enemies as they force him to instigate violent acts that turn the prison he resides in into a battleground.",https://image.tmdb.org/t/p/w500/39daqfOgnLjz9alwcNkZAGEbUry.jpg
195923,Happy Death Day,2017,"Horror,Mystery,Comedy",Christopher Landon,Jessica Rothe Israel Broussard Charles Aitken Ruby Modine Blaine Kern III,"Caught in a bizarre and terrifying time warp, college student Tree finds herself repeatedly reliving the day of her murder, ultimately realizing that she must identify the killer and the reason for her death before her chances of survival run out.",https://image.tmdb.org/t/p/w500/cTaEIUYTt52ooq9quVbAQ7NpGwo.jpg
195924,Marshall,2017,Drama,Reginald Hudlin,Chadwick Boseman Josh Gad Kate Hudson Sterling K. Brown James Cromwell,"Thurgood Marshall, the first African-American Supreme Court Justice, battles through one of his career-defining cases.",https://image.tmdb.org/t/p/w500/2KfdXsXTCbMie0wB1mSmIX60C2F.jpg
195925,Breathe,2017,"Drama,Romance",Andy Serkis,Andrew Garfield Claire Foy Hugh Bonneville Tom Hollander Miranda Raison,"Based on the true story of Robin, a handsome, brilliant and adventurous man whose life takes a dramatic turn when polio leaves him paralyzed.",https://image.tmdb.org/t/p/w500/wLu2N0QVfSpk10RJ17HLHyRUmww.jpg
195926,Goodbye Christopher Robin,2017,"Family,History,Drama",Simon Curtis,Domhnall Gleeson Margot Robbie Will Tilston Stanley Hamlin Dexter Hyman,The behind the scenes story of the life of A.A. Milne and the creation of the Winnie the Pooh stories inspired by his son Christopher Robin.,https://image.tmdb.org/t/p/w500/a6IK3hMlUHzXZZVLBTh0WZ5KoAb.jpg
195927,Professor Marston and the Wonder Women,2017,"Drama,Romance",Angela Robinson,Luke Evans Rebecca Hall Bella Heathcote Connie Britton JJ Feild,"The unconventional life of Dr. William Marston, the Harvard psychologist and inventor who helped invent the modern lie detector test and co-created Wonder Woman in 1941.",https://image.tmdb.org/t/p/w500/tbrzHlnE8dNpllLWEe9bwDGNzLe.jpg
195928,Geostorm,2017,"Action,Science Fiction,Thriller",Dean Devlin,Gerard Butler Alexandra Maria Lara Jim Sturgess Abbie Cornish Ed Harris,"After an unprecedented series of natural disasters threatened the planet, the world's leaders came together to create an intricate network of satellites to control the global climate and keep everyone safe. But now, something has gone wrong: the system built to protect Earth is attacking it, and it becomes a race against the clock to uncover the real threat before a worldwide geostorm wipes out everything and everyone along with it.",https://image.tmdb.org/t/p/w500/nrsx0jEaBgXq4PWo7SooSnYJTv.jpg
195929,Only the Brave,2017,"Drama,Action,History",Joseph Kosinski,Josh Brolin Miles Teller Jeff Bridges Jennifer Connelly James Badge Dale,Members of the Granite Mountain Hotshots battle deadly wildfires to save an Arizona town.,https://image.tmdb.org/t/p/w500/db5IkOJu9UHktrKroNktw1Z8ARY.jpg
195930,The Snowman,2017,"Crime,Thriller",Tomas Alfredson,Michael Fassbender Rebecca Ferguson Charlotte Gainsbourg Jonas Karlsson Michael Yates,Detective Harry Hole investigates the disappearance of a woman whose pink scarf is found wrapped around an ominous looking snowman.,https://image.tmdb.org/t/p/w500/mKsQ8KMOk0VBX26Ev0Lj6EmfGJu.jpg
195931,Boo 2! A Madea Halloween,2017,"Horror,Comedy",Tyler Perry,Tyler Perry Cassi Davis Patrice Lovely Diamond White Yousef Erakat,"Madea and the gang encounter monsters, goblins and boogeymen at a haunted campground.",https://image.tmdb.org/t/p/w500/5nvP4etJ8ecQv8qZM08dK4BAzdK.jpg
195932,Same Kind of Different as Me,2017,Drama,Michael Carney,Greg Kinnear Djimon Hounsou Renée Zellweger Jon Voight Olivia Holt,"International art dealer Ron Hall must befriend a dangerous homeless man in order to save his struggling marriage to his wife, a woman whose dreams will lead all three of them on the journey of their lives.",https://image.tmdb.org/t/p/w500/bHh5W7YuMorc4orn8DQ6c8YEnBm.jpg
195933,Leatherface,2017,"Horror,Thriller,Mystery",Julien Maury,Stephen Dorff Vanessa Grasse Sam Strike Lili Taylor James Bloor,"A young nurse is kidnapped by a group of violent teens who escape from a mental hospital and take her on the road trip from hell. Pursued by an equally deranged lawman out for revenge, one of the teens is destined for tragedy and horrors that will destroy his mind, moulding him into a monster named Leatherface.",https://image.tmdb.org/t/p/w500/nV7LPlyhUxKn5y0nuItCr8D1OSu.jpg
195934,Wonderstruck,2017,Drama,Todd Haynes,Oakes Fegley Millicent Simmonds Julianne Moore Michelle Williams Cory Michael Smith,The story of a young boy in the Midwest is told simultaneously with a tale about a young girl in New York from fifty years ago as they both seek the same mysterious connection.,https://image.tmdb.org/t/p/w500/7hPnW1yWlIJcKCEQ5Kbr5dMtrDp.jpg
195935,The Killing of a Sacred Deer,2017,"Drama,Thriller,Mystery",Yorgos Lanthimos,Colin Farrell Nicole Kidman Barry Keoghan Raffey Cassidy Sunny Suljic,"Dr. Steven Murphy is a renowned cardiovascular surgeon who presides over a spotless household with his wife and two children. Lurking at the margins of his idyllic suburban existence is Martin, a fatherless teen who insinuates himself into the doctor's life in gradually unsettling ways.",https://image.tmdb.org/t/p/w500/e4DGlsc9g0h5AyoyvvAuIRnofN7.jpg
195936,The Playground,1965,"Drama,Mystery,Thriller",Richard Hilliard,Rees Vaughn Inger Stratton Edmon Ryan Andrea Blayne Loretta Leversee,A religious prostitute who sees an atheist client die after blaspheming believes the next man she runs into is Jesus.,https://image.tmdb.org/t/p/w500/7knWQ3reYXabIKEHwlQ3ZbqRKzq.jpg
195937,Thank You for Your Service,2017,"Drama,War",Jason Hall,Miles Teller Haley Bennett Joe Cole Amy Schumer Beulah Koale,"A group of U.S. soldiers returning from Iraq struggle to integrate back into family and civilian life, while living with the memory of a war that threatens to destroy them long after they've left the battlefield.",https://image.tmdb.org/t/p/w500/z8OKWw6DAZAOyz8F421euawr3Hs.jpg
195938,Suburbicon,2017,"Thriller,Crime,Drama,Mystery",George Clooney,Matt Damon Julianne Moore Noah Jupe Oscar Isaac Landon Gordon,"In the quiet family town of Suburbicon during the 1950s, the best and worst of humanity is hilariously reflected through the deeds of seemingly ordinary people. When a home invasion turns deadly, a picture-perfect family turns to blackmail, revenge and murder.",https://image.tmdb.org/t/p/w500/yqYwf0kPK2SaCWM80msl4nYK6U7.jpg
195939,Jigsaw,2017,"Horror,Crime,Mystery,Thriller",Michael Spierig,Tobin Bell Matt Passmore Callum Keith Rennie Hannah Emily Anderson Clé Bennett,"Law enforcement finds itself chasing the ghost of a man dead for over a decade, embroiled in a diabolical new game that's only just begun.",https://image.tmdb.org/t/p/w500/7RwHxhdUNS996JPFNB9a7CJtlwR.jpg
195940,Novitiate,2017,Drama,Margaret Betts,Margaret Qualley Melissa Leo Julianne Nicholson Dianna Agron Lisa Stewart,"In the early 1960s, during the Vatican II era, a young woman training to become a nun struggles with issues of faith, sexuality and the changing church.",https://image.tmdb.org/t/p/w500/ntsyazWKclgwObVftWVVAEBcvRq.jpg
195941,All I See Is You,2017,"Mystery,Thriller,Drama",Marc Forster,Blake Lively Jason Clarke Ahna O'Reilly Miquel Fernández Xavi Sánchez,"After a successful experimental surgery restores her eyesight, a young woman sees her marriage spiral in a disturbing direction.",https://image.tmdb.org/t/p/w500/wc9MgFWuBl3VS72w6VtiZXTgN79.jpg
195942,Amityville: The Awakening,2017,"Thriller,Horror",Franck Khalfoun,Bella Thorne Cameron Monaghan Jennifer Jason Leigh Thomas Mann Jennifer Morrison,"Belle, her little sister, and her comatose twin brother move into a new house with their single mother in order to save money to help pay for her brother's expensive healthcare. But when strange phenomena begin to occur including the miraculous recovery of her brother, Belle begins to suspect her mother isn't telling her everything and soon learns they moved into the infamous Amityville house.",https://image.tmdb.org/t/p/w500/c9Nyu8YZfLsWWbze4DEGPbnwCcT.jpg
195943,Thor: Ragnarok,2017,"Action,Adventure,Fantasy,Science Fiction,Comedy",Taika Waititi,Chris Hemsworth Mark Ruffalo Tom Hiddleston Cate Blanchett Idris Elba,"Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his home-world and the end of Asgardian civilization, at the hands of a powerful new threat, the ruthless Hela.",https://image.tmdb.org/t/p/w500/rzRwTcFvttcN1ZpX2xv4j3tSdJu.jpg
195944,A Bad Moms Christmas,2017,Comedy,Scott Moore,Mila Kunis Kristen Bell Kathryn Hahn Christine Baranski Susan Sarandon,"Amy, Kiki and Carla – three under-appreciated and over-burdened women – rebel against the challenges and expectations of the Super Bowl for mothers: Christmas. And if creating a more perfect holiday for their families wasn’t hard enough, they have to do all of that while hosting and entertaining their own mothers.",https://image.tmdb.org/t/p/w500/gPNHolu7AGnrB7r5kvJRRTfwMFR.jpg
195945,Last Flag Flying,2017,"Drama,Comedy",Richard Linklater,Steve Carell Bryan Cranston Laurence Fishburne J. Quinton Johnson Deanna Reed-Foster,"Thirty years after serving together in the Vietnam War, Larry, Sal and Richard reunite for a different type of mission: to bury Doc's son, a young Marine killed in Iraq. Forgoing the burial, the trio take the casket on a bittersweet trip up the coast to New Hampshire – along the way reminiscing and coming to terms with the shared memories of a war that continues to shape their lives.",https://image.tmdb.org/t/p/w500/pizynKUzJ9YucGff1O1MYisY1WM.jpg
195946,Lady Bird,2017,"Drama,Comedy",Greta Gerwig,Saoirse Ronan Laurie Metcalf Tracy Letts Lucas Hedges Timothée Chalamet,"Lady Bird McPherson, a strong willed, deeply opinionated, artistic 17 year old comes of age in Sacramento. Her relationship with her mother and her upbringing are questioned and tested as she plans to head off to college.",https://image.tmdb.org/t/p/w500/gl66K7zRdtNYGrxyS2YDUP5ASZd.jpg
195947,Murder on the Orient Express,2017,"Drama,Mystery,Crime",Kenneth Branagh,Kenneth Branagh Tom Bateman Michelle Pfeiffer Johnny Depp Josh Gad,Genius Belgian detective Hercule Poirot investigates the murder of an American tycoon aboard the Orient Express train.,https://image.tmdb.org/t/p/w500/7GtdJU6iAg6fjQu3E3zta3bIAQh.jpg
195948,Daddy's Home 2,2017,Comedy,Sean Anders,Will Ferrell Mark Wahlberg Mel Gibson John Lithgow Linda Cardellini,"Father and stepfather Dusty and Brad join forces to make Christmastime perfect for the children. Their newfound partnership soon gets put to the test when Dusty's old-school, macho dad and Brad's gentle father arrive to turn the holiday upside down. After a sudden change in plans, the four men decide to take the kids to a luxury resort for a fun-filled getaway that turns into a hilarious and chaotic adventure.",https://image.tmdb.org/t/p/w500/rF2IoKL0IFmumEXQFUuB8LajTYP.jpg
195949,LBJ,2017,"Drama,History",Rob Reiner,Woody Harrelson Michael Stahl-David Richard Jenkins Jennifer Jason Leigh Jeffrey Donovan,The story of U.S. President Lyndon Baines Johnson from his young days in West Texas to the White House.,https://image.tmdb.org/t/p/w500/780oVVWLDHMx2DCn0xUHeOEw0na.jpg
195950,"Three Billboards Outside Ebbing, Missouri",2017,"Crime,Drama",Martin McDonagh,Frances McDormand Woody Harrelson Sam Rockwell Abbie Cornish Lucas Hedges,"After seven months have passed without a culprit in her daughter's murder case, Mildred Hayes makes a bold move, painting three signs leading into her town with a controversial message directed at Bill Willoughby, the town's revered chief of police. When his second-in-command Officer Jason Dixon, an immature mother's boy with a penchant for violence, gets involved, the battle between Mildred and Ebbing's law enforcement is only exacerbated.",https://image.tmdb.org/t/p/w500/bRYLt8fV82tdVoDppSFTZIcJiLN.jpg
195951,Mayhem,2023,"Action,Comedy,Horror",Xavier Gens,Nassim Lyes Loryn Nounay Olivier Gourmet Vithaya Pansringarm Mehdi Hadim,"Sam is a professional boxer about to get released from prison. While on parole, his past catches up with him and he has no choice but to flee. Five years later, he has rebuilt a simple life on an exotic island in Thailand with his wife and her daughter, but when he gets blackmailed by a dangerous local godfather, he must embark on a dangerous drug smuggling mission which results in a tragedy. Now he has only one purpose: to seek merciless vengeance.",https://image.tmdb.org/t/p/w500/u9035lysUz3ccloQt0SeIp1Mu8a.jpg
195952,Justice League,2017,"Action,Adventure,Science Fiction",Zack Snyder,Ben Affleck Henry Cavill Amy Adams Gal Gadot Ezra Miller,"Fuelled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne and Diana Prince assemble a team of metahumans consisting of Barry Allen, Arthur Curry and Victor Stone to face the catastrophic threat of Steppenwolf and the Parademons who are on the hunt for three Mother Boxes on Earth.",https://image.tmdb.org/t/p/w500/eifGNCSDuxJeS1loAXil5bIGgvC.jpg
195953,The Star,2017,"Comedy,Adventure,Family,Fantasy,Animation",Rian Johnson,Mark Hamill Carrie Fisher Adam Driver Daisy Ridley John Boyega,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares to do battle with the First Order.",https://image.tmdb.org/t/p/w500/ySaaKHOLAQU5HoZqWmzDIj1VvZ1.jpg
195954,Wonder,2017,"Drama,Family",Stephen Chbosky,Jacob Tremblay Julia Roberts Owen Wilson Izabela Vidovic Noah Jupe,"The story of August Pullman – a boy with facial differences – who enters fifth grade, attending a mainstream elementary school for the first time.",https://image.tmdb.org/t/p/w500/sONh3LYGFcVDTy8pm1tbSOB13Li.jpg
195955,Mr. Roosevelt,2017,Comedy,Noël Wells,Noël Wells Nick Thune Britt Lower Daniella Pineda Andre Hyland,A young woman returns home and must confront her ex-boyfriend when an unexpected tragedy occurs.,https://image.tmdb.org/t/p/w500/cm5glzIq5F3OiYw6SZbD0P8cllz.jpg
195956,"Roman J. Israel, Esq.",2017,"Drama,Crime,Thriller",Dan Gilroy,Denzel Washington Colin Farrell Carmen Ejogo Lynda Gravatt Amanda Warren,"Hard-nosed liberal lawyer Roman J. Israel has been fighting the good fight forever while others take the credit. When his partner – the firm's frontman – has a heart attack, Israel suddenly takes on that role. He soon discovers some unsettling truths about the firm – truths that conflict with his values of helping the poor and dispossessed – and finds himself in an existential crisis that leads to extreme actions.",https://image.tmdb.org/t/p/w500/epTCHVcyLkT8Aqt08Ki3PWC2sUh.jpg
195957,Coco,2017,"Family,Animation,Fantasy,Music,Comedy,Adventure",Lee Unkrich,Anthony Gonzalez Gael García Bernal Benjamin Bratt Alanna Ubach Renée Victor,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",https://image.tmdb.org/t/p/w500/6Ryitt95xrO8KXuqRGm1fUuNwqF.jpg
195958,Darkest Hour,2017,"Drama,History",Joe Wright,Gary Oldman Stephen Dillane Lily James Ronald Pickup Ben Mendelsohn,"In May 1940, the fate of World War II hangs on Winston Churchill, who must decide whether to negotiate with Adolf Hitler or fight on knowing that it could mean the end of the British Empire.",https://image.tmdb.org/t/p/w500/xa6G3aKlysQeVg9wOb0dRcIGlWu.jpg
195959,The Man Who Invented Christmas,2017,"Drama,History,Comedy,Family",Bharat Nalluri,Dan Stevens Christopher Plummer Jonathan Pryce Justin Edwards Morfydd Clark,"In 1843, despite the fact that Dickens is a successful writer, the failure of his latest book puts his career at a crossroads, until the moment when, struggling with inspiration and confronting reality with his childhood memories, a new character is born in the depths of his troubled mind; an old, lonely, embittered man, so vivid, so human, that a whole world grows around him, a story so inspiring that changed the meaning of Christmas forever.",https://image.tmdb.org/t/p/w500/qRkzRue5rTzB6PESXBJCKqROOXC.jpg
195960,Call Me by Your Name,2017,"Romance,Drama",Luca Guadagnino,Armie Hammer Timothée Chalamet Michael Stuhlbarg Amira Casar Esther Garrel,"In the summer of 1983, a 17-year-old Elio spends his days in his family's villa in Italy. One day Oliver, a graduate student, arrives to assist Elio's father, a professor of Greco-Roman culture. Soon, Elio and Oliver discover a summer that will alter their lives forever.",https://image.tmdb.org/t/p/w500/mZ4gBdfkhP9tvLH1DO4m4HYtiyi.jpg
195961,The Disaster Artist,2017,"Comedy,Drama",James Franco,Dave Franco James Franco Seth Rogen Ari Graynor Alison Brie,"An aspiring actor in Hollywood meets an enigmatic stranger by the name of Tommy Wiseau, the meeting leads the actor down a path nobody could have predicted; creating the worst movie ever made.",https://image.tmdb.org/t/p/w500/2HuLGiyH0TPYxnCvYHAxc8K738o.jpg
195962,The Shape of Water,2017,"Drama,Fantasy,Romance",Guillermo del Toro,Sally Hawkins Michael Shannon Richard Jenkins Octavia Spencer Michael Stuhlbarg,"An other-worldly story, set against the backdrop of Cold War era America circa 1962, where a mute janitor working at a lab falls in love with an amphibious man being held captive there and devises a plan to help him escape.",https://image.tmdb.org/t/p/w500/9zfwPffUXpBrEP26yp0q1ckXDcj.jpg
195963,Wonder Wheel,2017,"Drama,Romance",Woody Allen,Kate Winslet Juno Temple Jim Belushi Justin Timberlake Max Casella,"The story of four characters whose lives intertwine amid the hustle and bustle of the Coney Island amusement park in the 1950s: Ginny, an emotionally volatile former actress now working as a waitress in a clam house; Humpty, Ginny’s rough-hewn carousel operator husband; Mickey, a handsome young lifeguard who dreams of becoming a playwright; and Carolina, Humpty’s long-estranged daughter, who is now hiding out from gangsters at her father’s apartment.",https://image.tmdb.org/t/p/w500/gKYpAL1A01T9a1taGXAyfqXjI5x.jpg
195964,"I, Tonya",2017,Drama,Craig Gillespie,Margot Robbie Sebastian Stan Allison Janney Julianne Nicholson Paul Walter Hauser,"Competitive ice skater Tonya Harding rises amongst the ranks at the U.S. Figure Skating Championships, but her future in the sport is thrown into doubt when her ex-husband intervenes.",https://image.tmdb.org/t/p/w500/6gNXwSHxaksR1PjVZRqNapmkgj3.jpg
195965,Just Getting Started,2017,"Action,Comedy",Ron Shelton,Morgan Freeman Tommy Lee Jones Rene Russo Joe Pantoliano Glenne Headly,"Duke Diver is living the high life as the freewheeling manager of a luxurious resort in Palm Springs, Calif. He soon faces competition from Leo, a former military man who likes the same woman that Duke is interested in. When Diver's past suddenly catches up with him, he must put aside his differences and reluctantly team up with Leo to stop whoever is trying to kill him.",https://image.tmdb.org/t/p/w500/vtfYt7vi0cdzRCD7iUMTg3PPSoi.jpg
195966,Star Wars: The Last Jedi,2017,"Adventure,Action,Science Fiction",Rian Johnson,Mark Hamill Carrie Fisher Adam Driver Daisy Ridley John Boyega,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares to do battle with the First Order.",https://image.tmdb.org/t/p/w500/ySaaKHOLAQU5HoZqWmzDIj1VvZ1.jpg
195967,Ferdinand,2017,"Animation,Family,Adventure,Comedy",Carlos Saldanha,John Cena Kate McKinnon Anthony Anderson Bobby Cannavale Peyton Manning,"Ferdinand, a little bull, prefers sitting quietly under a cork tree just smelling the flowers versus jumping around, snorting, and butting heads with other bulls. As Ferdinand grows big and strong, his temperament remains mellow. But one day five men come to choose the ""biggest, fastest, roughest bull"" for the bullfights in Madrid— and Ferdinand is mistakenly chosen.",https://image.tmdb.org/t/p/w500/rMm94JsRfcOPiPVsTRcBiiVBOhz.jpg
195968,Beyond Skyline,2017,"Action,Science Fiction,Adventure",Liam O'Donnell,Frank Grillo Bojana Novaković Iko Uwais Yayan Ruhian Callan Mulvey,"Detective Mark Corley storms his way onto an alien spaceship to rescue his estranged son. When the ship crashes in Southeast Asia, he forges an alliance with a band of survivors to take back the planet once and for all.",https://image.tmdb.org/t/p/w500/ctViyxTFf7r89sUg7jWNqk7cbbT.jpg
195969,Christmas Inheritance,2017,"Romance,Comedy",Ernie Barbarash,Eliza Taylor Andie MacDowell Jake Lacy Ben Rosenbaum Neil Crone,"To inherit her father's company, socialite Ellen must first visit his small hometown, where she learns the value of hard work and helping others.",https://image.tmdb.org/t/p/w500/sqdbF40nBzS2IZVAGPxJT7loxoM.jpg
195970,Jumanji: Welcome to the Jungle,2017,"Adventure,Action,Comedy,Fantasy",Jake Kasdan,Dwayne Johnson Kevin Hart Jack Black Karen Gillan Rhys Darby,"Four teenagers in detention discover an old video game console with a game they’ve never heard of. When they decide to play, they are immediately sucked into the jungle world of Jumanji in the bodies of their avatars. They’ll have to complete the adventure of their lives filled with fun, thrills and danger or be stuck in the game forever!",https://image.tmdb.org/t/p/w500/pSgXKPU5h6U89ipF7HBYajvYt7j.jpg
195971,The Greatest Showman,2017,Drama,Michael Gracey,Hugh Jackman Zac Efron Michelle Williams Rebecca Ferguson Zendaya,"The story of American showman P.T. Barnum, founder of the circus that became the famous traveling Ringling Bros. and Barnum & Bailey Circus.",https://image.tmdb.org/t/p/w500/b9CeobiihCx1uG1tpw8hXmpi7nm.jpg
195972,Pitch Perfect 3,2017,"Comedy,Music",Trish Sie,Anna Kendrick Rebel Wilson Brittany Snow Hailee Steinfeld Elizabeth Banks,"After the highs of winning the world championships, the Bellas find themselves split apart and discovering there aren't job prospects for making music with your mouth. But when they get the chance to reunite for an overseas USO tour, this group of awesome nerds will come together to make some music, and some questionable decisions, one last time.",https://image.tmdb.org/t/p/w500/v4tbRRX0OSOHcgz2869rEjcBwOJ.jpg
195973,Downsizing,2017,"Comedy,Drama,Science Fiction",Alexander Payne,Matt Damon Christoph Waltz Hong Chau Kristen Wiig Rolf Lassgård,A kindly occupational therapist undergoes a new procedure to be shrunken to four inches tall so that he and his wife can help save the planet and afford a nice lifestyle at the same time.,https://image.tmdb.org/t/p/w500/5bNzInSSAXfr0MFlHfb4IoQePVx.jpg
195974,Father Figures,2017,Comedy,Lawrence Sher,Owen Wilson Ed Helms J.K. Simmons Katt Williams Terry Bradshaw,"Upon learning that their mother has been lying to them for years about their allegedly deceased father, two fraternal twin brothers hit the road in order to find him.",https://image.tmdb.org/t/p/w500/avRiH6kbsw3Wxi1J7857alb9yyt.jpg
195975,The Post,2017,"Drama,History",Steven Spielberg,Meryl Streep Tom Hanks Sarah Paulson Bob Odenkirk Tracy Letts,A cover-up that spanned four U.S. Presidents pushed the country's first female newspaper publisher and a hard-driving editor to join an unprecedented battle between journalist and government. Inspired by true events.,https://image.tmdb.org/t/p/w500/h4XG3g6uMMPIBPjAoQhC2QIMdkl.jpg
195976,Bright,2026,"Fantasy,Action,Thriller",Olivia Newman,Sally Field Lewis Pullman Colm Meaney Alfred Molina Joan Chen,"Through unlikely bonds formed during night shifts at a local aquarium, Tova, an elderly widow, learns of a life-changing discovery that may bring her joy and wonder once again.",https://image.tmdb.org/t/p/w500/9HcEqn3D4J6b2Z0jK54id9nA0fr.jpg
195977,Crooked House,2017,"Mystery,Crime,Thriller",Gilles Paquet-Brenner,Glenn Close Max Irons Stefanie Martini Christina Hendricks Terence Stamp,"A private investigator helps a former flame solve the murder of her wealthy grandfather, who lived in a sprawling estate surrounded by his idiosyncratic family.",https://image.tmdb.org/t/p/w500/AewyKG2cvgZQBG4XU6SVomfu1k5.jpg
195978,Hostiles,2017,"Western,Drama,History",Scott Cooper,Christian Bale Rosamund Pike Wes Studi Jesse Plemons Adam Beach,A legendary Native American-hating Army captain nearing retirement in 1892 is given one last assignment: to escort a Cheyenne chief and his family through dangerous territory back to his Montana reservation.,https://image.tmdb.org/t/p/w500/rqoezyB51GfhiloOB5ZErg5HXas.jpg
